iter	Passed	Remaining
897	3203	363
898	3206	360
899	3210	356
900	3213	353
901	3216	349
902	3219	345
903	3222	342
904	3226	338
905	3229	335
906	3232	331
907	3235	327
908	3239	324
909	3242	320
910	3245	317
911	3248	313
912	3251	309
913	3254	306
914	3258	302
915	3261	299
916	3264	295
917	3268	291
918	3271	288
919	3274	284
920	3278	281
921	3281	277
922	3284	274
923	3288	270
924	3291	266
925	3294	263
926	3297	259
927	3300	256
928	3303	252
929	3307	248
930	3310	245
931	3313	241
932	3316	238
933	3319	234
934	3323	231
935	3326	227
936	3329	223
937	3332	220
938	3335	216
939	3338	213
940	3341	209
941	3345	205
942	3348	202
943	3351	198
944	3354	195
945	3357	191
946	3360	188
947	3364	184
948	3367	180
949	3370	177
950	3374	173
951	3377	170
952	3381	166
953	3384	163
954	3387	159
955	3390	156
956	3393	152
957	3397	148
958	3400	145
959	3403	141
960	3406	138
961	3410	134
962	3413	131
963	3416	127
964	3419	124
965	3422	120
966	3425	116
967	3429	113
968	3432	109
969	3435	106
970	3438	102
971	3441	99
972	3444	95
973	3448	92
974	3451	88
975	3454	84
976	3457	81
977	3461	77
978	3464	74
979	3467	70
980	3471	67
981	3474	63
982	3477	60
983	3480	56
984	3484	53
985	3487	49
986	3490	45
987	3493	42
988	3497	38
989	3500	35
990	3503	31
991	3506	28
992	3509	24
993	3512	21
994	3516	17
995	3519	14
996	3522	10
997	3525	7
998	3528	3
999	3531	0
